ID,MNAIS,AGEXACTM,DEPDOM,AGEXACTP,count
105455,12,30,22,24,3
105457,12,29,22,45,2
105463,2,19,22,28,2
105466,2,38,22,34,4
105475,5,29,22,40,5
105489,7,29,22,23,3
105492,8,33,22,24,2
105493,9,44,22,36,1
105494,9,22,22,34,2
105496,9,29,22,43,2
105497,10,22,22,20,4
105502,11,23,22,31,5
105512,12,26,22,35,5
105519,1,38,22,25,1
105520,1,38,22,43,2
105540,9,23,22,39,2
105544,1,28,22,46,4
105549,2,26,22,23,3
105557,2,42,22,44,3
105558,2,30,22,41,3
105561,3,20,22,36,1
105575,3,20,22,21,5
105576,3,44,22,44,3
105582,4,42,22,45,2
105591,5,30,22,42,2
105592,5,20,22,29,3
105597,5,17,22,23,1
105599,5,45,22,40,1
105603,5,17,22,22,4
105606,6,29,22,41,4
105619,7,31,22,41,5
105620,7,31,22,41,5
105624,7,41,22,40,5
105626,7,35,22,45,4
105636,8,18,22,17,1
105643,8,21,22,30,5
105644,8,24,22,38,2
105650,9,27,22,37,4
105652,8,31,22,43,2
105658,9,21,22,29,4
105659,9,17,22,21,2
105676,11,33,22,42,5
105678,11,28,22,46,4
105682,11,22,22,31,3
105686,12,29,22,39,5
105687,12,29,22,39,5
105689,11,19,22,24,3
105706,12,20,22,35,1
105708,1,21,22,19,3
105714,1,25,22,19,3
105730,3,41,22,39,2
105736,3,21,22,27,5
105746,4,19,22,25,4
105763,5,26,22,43,1
105766,6,40,22,39,5
105767,6,27,22,42,3
105768,6,25,22,37,3
105770,6,26,22,36,4
105773,7,36,22,24,1
105775,7,21,22,31,2
105794,8,22,22,41,1
105795,8,30,22,22,2
105798,8,43,22,41,2
105800,9,38,22,24,1
105802,9,37,22,45,5
105815,10,32,22,44,3
105822,10,23,22,34,3
105823,10,20,22,21,5
105829,11,37,22,44,2
105837,12,21,22,35,1
105857,2,26,22,20,1
105868,4,36,22,28,4
105874,7,19,22,25,4
105883,1,33,22,23,2
105896,3,32,22,27,5
105907,11,43,22,45,2
105914,10,30,22,43,4
105919,1,27,22,40,3
105921,4,36,22,33,5
105930,7,18,22,21,3
105931,11,29,22,41,4
105937,7,41,22,33,2
105943,11,24,22,40,3
105945,12,35,22,45,4
105948,7,19,22,27,1
105950,12,31,22,25,2
105969,6,26,22,39,3
105972,6,42,22,31,2
105973,6,42,22,31,2
105978,2,39,22,34,4
105990,7,37,22,45,5
105996,9,39,22,37,4
105998,7,41,22,43,5
105999,9,27,22,45,1
106006,6,34,22,25,1
106021,1,38,22,44,2
106041,6,26,22,37,5
106045,4,35,22,30,5
106052,12,21,22,30,5
106056,2,21,22,27,5
106059,12,27,22,43,1
106061,11,20,22,26,4
106062,11,20,22,26,4
106073,3,37,22,31,2
106079,6,30,22,27,5
106082,7,25,22,19,3
106092,12,31,22,44,3
106095,5,31,22,23,2
106096,2,37,22,44,2
106103,7,32,22,45,5
106109,8,31,22,39,4
106120,10,26,22,40,1
106122,8,44,22,41,1
106129,7,32,22,45,5
106133,2,20,22,19,3
106144,11,37,22,32,5
106154,5,23,22,32,4
106155,5,35,22,30,5
106158,8,41,22,37,2
106164,12,23,22,34,3
106170,5,31,22,26,2
106180,2,26,22,23,3
106187,4,22,22,21,3
106204,3,36,22,33,5
106208,12,19,22,29,2
106212,4,25,22,22,3
106225,8,25,22,35,5
106262,6,45,22,44,1
106270,2,25,22,35,5
106295,10,42,22,39,1
106299,1,23,22,32,4
106302,11,31,22,45,1
106310,10,41,22,40,5
106318,3,41,22,43,5
106320,4,36,22,29,1
106325,10,41,22,32,1
106332,5,32,22,27,5
106338,12,18,22,23,4
106343,10,20,22,19,3
106348,7,29,22,40,5
106356,1,32,22,26,3
106357,9,39,22,29,1
106360,5,39,22,43,5
106363,12,26,22,37,5
106366,1,41,22,41,4
106369,1,32,22,45,5
106381,11,41,22,40,5
106382,11,41,22,40,5
106385,11,43,22,36,1
106406,6,24,22,19,1
106408,7,37,22,45,5
106413,11,26,22,37,5
106416,2,30,22,27,5
106425,10,21,22,30,5
106428,12,20,22,27,4
106446,7,39,22,31,2
106455,10,39,22,44,2
106457,11,39,22,33,1
106465,1,25,22,37,3
106474,5,22,22,32,2
106476,6,32,22,45,5
106494,11,26,22,46,1
106507,9,22,22,31,3
106508,10,29,22,24,3
106511,8,19,22,25,4
106516,10,33,22,41,2
106526,8,40,22,35,2
106529,1,39,22,43,5
106537,5,29,22,40,5
106546,9,27,22,41,4
106550,6,35,22,30,5
106556,1,37,22,32,5
106559,1,40,22,36,2
106568,12,31,22,24,3
106577,5,22,22,20,4
106578,1,18,22,23,4
106579,1,45,22,42,1
106580,6,17,22,17,2
106599,7,31,22,28,4
106602,2,41,22,42,5
106606,10,23,22,33,5
106618,7,28,22,46,4
106626,5,21,22,18,3
106650,10,23,22,21,1
106651,2,27,22,37,4
106658,8,36,22,44,4
106666,6,30,22,24,3
106679,4,44,22,40,1
106686,4,40,22,43,3
106687,7,34,22,45,3
106702,12,41,22,42,5
106716,3,23,22,31,5
106734,9,20,22,28,2
106736,4,23,22,31,5
106739,5,39,22,44,2
106743,3,42,22,26,1
106750,9,20,22,21,5
106759,1,41,22,39,2
106769,7,19,22,22,4
106785,9,33,22,25,1
106796,12,27,22,38,5
106808,5,33,23,46,4
106809,2,17,23,18,1
106811,4,33,23,40,3
106812,6,22,23,21,2
106814,7,22,23,27,3
106816,2,31,23,38,5
106817,2,31,23,38,5
106818,5,31,23,41,1
106821,1,37,23,38,2
106825,11,27,23,25,1
106827,2,28,23,34,4
106829,7,29,23,41,1
106830,9,24,23,27,4
106831,1,36,23,38,4
106832,1,34,23,33,5
106833,2,29,23,33,5
106834,7,26,23,30,3
106835,8,35,23,33,3
106836,8,34,23,38,3
106837,2,36,23,31,2
106838,3,31,23,35,5
106839,3,43,23,28,1
106841,7,35,23,37,5
106842,9,30,23,34,5
106843,8,24,23,24,2
106844,11,32,23,28,1
106845,5,21,23,20,1
106847,1,32,23,44,2
106849,1,31,23,43,2
106851,2,36,23,38,4
106853,9,29,23,35,5
106855,10,22,23,21,2
106856,11,20,23,31,3
106858,1,22,23,25,2
106859,8,33,23,34,5
106860,8,22,23,23,3
106861,12,23,23,31,4
106863,12,29,23,36,5
106864,12,23,23,29,1
106865,10,23,23,28,3
106866,2,26,23,28,4
106867,10,33,23,42,1
106869,8,32,23,35,5
106870,10,43,23,37,1
106871,4,33,23,35,5
106872,4,31,23,32,5
106873,6,27,23,26,2
106874,5,21,23,29,1
106875,7,28,23,24,1
106876,11,23,23,33,1
106877,3,33,23,34,5
106878,6,40,23,36,1
106879,2,30,23,30,3
106882,4,37,23,28,1
106883,6,28,23,27,2
106884,8,36,23,36,5
106885,6,23,23,31,4
106887,7,38,23,37,3
106888,10,29,23,35,5
106889,4,41,23,46,3
106890,8,39,23,37,2
106892,11,36,23,38,4
106893,6,38,23,44,1
106894,1,38,23,40,4
106895,2,32,23,44,2
106896,1,32,23,37,4
106897,1,25,23,24,4
106898,9,34,23,38,3
106899,3,35,23,39,5
106900,3,34,23,40,2
106901,4,39,23,27,1
106902,8,38,23,37,3
106903,9,35,23,43,1
106904,5,25,23,30,4
106907,7,38,23,40,4
106908,9,38,23,43,1
106909,1,38,23,41,1
106910,5,27,23,35,2
106911,1,30,23,40,2
106912,8,21,23,21,1
106913,4,23,23,28,3
106914,8,34,23,33,5
106915,8,34,23,33,5
106916,9,33,23,35,5
106917,4,34,23,41,3
106918,4,25,23,28,5
106919,3,21,23,27,1
106920,2,32,23,36,5
106921,4,35,23,44,1
106922,2,25,23,28,5
106923,3,27,23,31,3
106925,12,23,23,25,3
106927,9,29,23,33,5
106928,10,21,23,24,3
106929,10,22,23,22,3
106930,4,34,23,35,4
106931,6,33,23,29,1
106933,8,38,23,35,1
106934,8,32,23,32,4
106935,10,37,23,32,3
106936,7,32,23,31,4
106937,4,26,23,33,1
106938,1,32,23,36,5
106939,4,33,23,32,3
106941,7,38,23,40,4
106942,8,21,23,22,1
106943,9,26,23,32,1
106944,6,36,23,33,4
106945,6,36,23,33,4
106946,7,42,23,39,3
106950,9,23,23,31,4
106951,3,33,23,40,3
106952,3,20,23,25,3
106953,4,31,23,36,5
106954,5,19,23,26,1
106955,9,25,23,30,4
106956,5,29,23,36,5
106957,6,36,23,34,1
106958,7,28,23,33,3
106959,9,22,23,22,3
106960,10,26,23,23,1
106961,9,35,23,42,3
106962,12,39,23,43,1
106963,10,36,23,45,1
106965,7,38,23,46,4
106966,7,38,23,46,4
106967,5,32,23,39,3
106969,12,32,23,40,2
106971,5,32,23,46,2
106972,7,22,23,40,1
106973,1,39,23,32,1
106974,9,28,23,34,4
106975,4,22,23,25,2
106976,2,38,23,33,2
106977,1,37,23,36,3
106978,3,27,23,30,4
106979,12,23,23,27,4
106982,1,25,23,41,1
106983,3,28,23,40,1
106984,3,31,23,25,1
106987,2,28,23,35,2
106988,3,39,23,46,4
106989,12,40,23,44,2
106990,12,40,23,44,2
106991,5,20,23,24,1
106992,9,40,23,46,1
106993,2,34,23,35,4
106994,4,18,23,24,2
106998,7,32,23,36,5
106999,4,35,23,39,5
107000,2,29,23,33,5
107001,6,41,23,36,2
107004,2,39,23,46,4
107005,2,26,23,28,4
107006,8,26,23,44,1
107007,11,35,23,37,5
107010,6,18,23,25,1
107011,12,34,23,32,2
107012,10,34,23,39,4
107013,3,29,23,33,5
107014,3,26,23,30,3
107017,3,39,23,38,1
107019,3,23,23,30,2
107022,11,36,23,36,5
107023,2,30,23,40,2
107024,7,24,23,39,1
107026,9,30,23,46,2
107027,7,33,23,31,2
107029,12,30,23,26,4
107030,8,33,23,37,4
107031,5,36,23,33,4
107032,1,39,23,44,2
107033,11,30,23,25,2
107034,1,23,23,27,4
107037,10,36,23,30,2
107040,11,20,23,28,1
107041,6,35,23,38,5
107042,8,19,23,22,3
107043,9,25,23,37,2
107044,7,30,23,46,2
107047,8,32,23,36,5
107048,12,39,23,21,1
107050,11,31,23,30,3
107053,8,34,23,35,4
107054,12,31,23,46,2
107055,3,25,23,34,1
107058,5,34,23,41,3
107059,5,31,23,36,5
107061,6,36,23,36,5
107062,3,31,23,36,5
107064,1,27,23,30,4
107067,6,33,23,26,2
107068,8,41,23,43,2
107070,11,32,23,31,4
107074,1,23,23,19,1
107075,4,43,23,46,1
107078,11,40,23,30,1
107079,2,34,23,41,3
107080,10,39,23,37,2
107081,2,33,23,45,1
107083,5,23,23,25,3
107084,5,30,23,26,4
107086,1,22,23,23,3
107087,8,31,23,38,5
107088,7,24,23,24,2
107089,11,32,23,42,1
107090,12,37,23,41,2
107091,4,32,23,29,2
107093,1,28,23,46,1
107094,1,34,23,46,2
107096,5,28,23,34,4
107097,7,23,23,27,4
107098,8,32,23,38,2
107099,9,32,23,38,2
107101,1,32,23,35,5
107102,1,30,23,26,4
107103,1,19,23,19,2
107104,1,29,23,35,5
107105,1,32,23,37,4
107107,2,39,23,41,2
107108,2,35,23,37,5
107109,2,36,23,41,2
107112,3,23,23,27,4
107115,4,30,23,39,1
107116,4,35,23,29,1
107117,4,32,23,31,4
107118,4,24,23,28,4
107119,5,30,23,34,5
107120,5,38,23,37,3
107121,5,20,23,22,1
107122,5,32,23,37,4
107123,6,34,23,29,2
107125,7,30,23,34,5
107126,7,19,23,22,3
107127,7,31,23,33,4
107128,7,39,23,33,1
107129,7,28,23,34,4
107130,8,27,23,41,1
107131,8,34,23,28,1
107132,9,34,23,31,3
107133,9,30,23,41,1
107134,9,35,23,37,5
107135,9,19,23,20,3
107136,8,34,23,40,2
107137,9,31,23,30,3
107139,10,19,23,23,2
107142,10,30,23,29,3
107143,10,24,23,36,1
107144,11,21,23,28,2
107145,11,34,23,35,4
107147,11,37,23,39,3
107148,11,18,23,18,1
107149,12,26,23,29,3
107150,12,33,23,32,3
107152,1,29,23,39,1
107154,2,24,23,28,4
107155,2,26,23,29,3
107159,2,28,23,23,2
107161,3,39,23,30,1
107162,3,18,23,20,1
107163,4,35,23,46,2
107164,4,25,23,24,4
107165,5,30,23,44,1
107166,5,30,23,38,2
107167,5,31,23,29,2
107168,5,33,23,36,2
107170,6,32,23,40,2
107172,7,21,23,31,1
107173,7,27,23,46,1
107174,7,28,23,27,2
107175,7,26,23,28,4
107176,7,39,23,46,4
107177,7,33,23,26,2
107178,8,22,23,37,1
107179,8,36,23,41,2
107180,8,28,23,35,2
107181,8,26,23,27,4
107182,8,18,23,21,1
107185,9,37,23,36,3
107186,9,37,23,39,3
107187,9,31,23,46,2
107188,10,30,23,38,2
107189,10,19,23,20,3
107190,10,21,23,23,3
107191,10,21,23,23,3
107193,10,34,23,23,2
107195,11,24,23,33,4
107197,11,33,23,46,4
107198,12,29,23,27,2
107199,12,29,23,33,5
107201,12,25,23,21,1
107202,12,20,23,31,3
107203,10,31,23,33,4
107204,10,42,23,39,3
107205,10,42,23,39,3
107206,1,29,23,46,2
107207,3,33,23,34,5
107209,8,31,23,38,5
107210,8,24,23,33,4
107212,8,39,23,28,1
107213,10,37,23,41,2
107214,2,32,23,29,2
107215,4,27,23,26,2
107216,6,28,23,23,2
107217,10,31,23,37,2
107220,6,33,23,37,4
107221,4,19,23,21,1
107222,12,31,23,35,5
107224,7,32,23,32,4
107227,7,32,23,31,4
107228,7,24,23,27,4
107229,4,32,23,37,4
107231,10,35,23,31,3
107232,10,35,23,31,3
107233,2,35,23,33,3
107234,9,21,23,24,3
107235,1,22,23,23,3
107237,10,18,23,23,1
107238,12,19,23,22,3
107240,10,31,23,42,1
107241,12,19,23,27,1
107242,7,30,23,28,1
107243,1,27,23,44,1
107244,4,35,23,39,5
107249,7,29,23,44,1
107251,10,37,23,39,3
107252,8,26,23,38,2
107253,2,22,23,26,3
107256,10,36,23,46,2
107257,11,28,23,37,1
107258,11,30,23,37,3
107260,9,26,23,25,4
107261,12,28,23,33,3
107262,2,38,23,33,2
107264,12,31,23,32,5
107266,4,41,23,46,3
107267,8,36,23,46,2
107268,5,34,23,38,3
107270,12,31,23,30,3
107271,9,35,23,46,2
107274,9,39,23,46,4
107275,11,38,23,31,1
107277,9,22,23,27,3
107278,5,36,23,29,2
107279,3,30,23,30,3
107280,1,28,23,38,1
107281,9,26,23,35,1
107283,2,23,23,28,3
107284,9,24,23,29,2
107287,7,30,23,24,1
107288,7,30,23,34,5
107289,3,34,23,30,1
107290,9,35,23,38,5
107291,11,31,23,35,5
107293,2,35,23,30,2
107294,5,25,23,30,4
107295,8,36,23,31,2
107296,3,27,23,34,3
107298,5,24,23,25,2
107300,12,30,23,37,3
107301,4,34,23,39,4
107302,4,34,23,39,4
107303,5,25,23,24,4
107305,7,33,23,36,2
107306,1,23,23,30,2
107307,9,21,23,23,3
107308,2,31,23,36,5
107309,3,24,23,33,4
107311,1,30,23,37,3
107312,6,31,23,43,2
107313,10,23,23,34,1
107314,10,24,23,33,4
107315,11,31,23,29,2
107318,4,36,23,37,1
107319,3,34,23,31,3
107321,5,37,23,29,2
107324,11,35,23,39,5
107325,3,26,23,31,2
107327,6,20,23,25,3
107328,11,25,23,28,5
107330,6,34,23,37,2
107332,8,24,23,28,4
107336,11,30,23,26,4
107337,6,36,23,38,4
107338,8,31,23,37,2
107339,10,36,23,36,5
107340,2,23,23,24,3
107341,5,37,23,38,2
107343,6,20,23,29,2
107344,9,32,23,32,4
107345,12,31,23,36,5
107346,10,32,23,30,2
107347,11,36,23,33,4
107348,3,33,23,34,5
107349,2,27,23,34,3
107352,11,32,23,30,2
107353,1,41,23,46,3
107354,10,41,23,43,2
107356,2,31,23,32,5
107358,6,35,23,38,5
107364,11,35,23,41,1
107366,7,34,23,29,2
107368,10,23,23,40,1
107369,7,29,23,36,5
107370,1,35,23,30,2
107371,3,33,23,37,4
107373,8,34,23,31,3
107374,4,18,23,24,2
107376,1,25,23,28,5
107377,3,21,23,28,2
107378,8,22,23,27,3
107379,8,34,23,46,2
107380,10,19,23,32,1
107384,8,27,23,38,2
107385,1,29,23,37,2
107386,10,41,23,42,2
107391,8,28,23,41,1
107393,8,37,23,35,3
107396,2,34,23,32,2
107398,5,36,23,40,4
107399,5,36,23,40,4
107400,5,26,23,25,4
107401,7,21,23,36,1
107402,9,27,23,35,2
107405,1,19,23,19,2
107406,8,32,23,34,1
107407,6,33,23,35,5
107408,10,33,23,32,3
107411,10,21,23,24,3
107412,4,36,23,35,2
107413,11,30,23,25,2
107414,9,35,23,42,3
107415,9,35,23,42,3
107416,3,23,23,32,1
107418,12,23,23,25,3
107419,10,22,23,30,2
107420,10,22,23,30,2
107423,2,39,23,40,1
107424,4,36,23,30,2
107425,5,24,23,27,4
107428,7,19,23,24,1
107431,7,26,23,38,2
107432,10,36,23,44,1
107434,6,22,23,26,3
107436,8,37,23,29,2
107437,10,32,23,39,3
107438,4,29,23,35,5
107439,3,31,23,35,5
107440,7,17,23,20,2
107441,11,19,23,25,1
107443,7,24,23,29,2
107444,10,30,23,30,3
107446,9,26,23,25,4
107447,3,35,23,37,5
107448,4,24,23,27,4
107449,7,36,23,35,2
107450,8,34,23,33,5
107451,8,19,23,23,2
107453,2,27,23,30,4
107454,11,26,23,27,4
107456,10,26,23,30,3
107461,4,30,23,34,5
107462,4,31,23,35,5
107463,6,27,23,31,3
107465,12,26,23,29,3
107468,4,33,23,40,3
107469,11,25,23,37,2
107470,2,35,23,35,1
107471,3,37,23,45,1
107472,5,35,23,28,1
107473,5,35,23,34,2
107474,1,31,23,39,2
107475,1,31,23,39,2
107476,5,35,23,38,5
107477,7,33,23,33,1
107479,11,32,23,32,4
107484,7,23,23,31,4
107485,4,35,23,33,3
107486,1,33,23,34,5
107487,2,37,23,35,3
107488,7,37,23,32,3
107489,1,26,23,27,4
107490,6,37,23,46,1
107492,11,22,23,22,3
107493,12,25,23,33,1
107494,5,33,23,35,5
107495,1,31,23,32,5
107496,12,38,23,46,4
107497,11,20,23,31,3
107498,12,25,23,30,4
107500,10,33,23,37,4
107501,10,42,23,35,1
107502,2,37,23,35,3
107503,6,33,23,46,4
107504,4,17,23,22,1
107505,6,39,23,39,2
107507,12,31,23,33,4
107508,3,23,23,24,3
107509,3,22,23,28,1
107510,4,32,23,35,5
107511,10,34,23,23,2
107512,12,26,23,31,2
107513,4,38,23,46,4
107515,1,18,23,19,1
107517,6,30,23,29,3
107518,6,41,23,37,1
107519,7,35,23,39,5
107521,11,19,23,20,3
107522,3,24,23,28,4
107525,2,39,23,39,2
107526,11,27,23,31,3
107527,6,32,23,35,5
107529,7,34,23,39,4
107530,7,34,23,33,5
107532,2,27,23,38,2
107533,9,30,23,27,1
107534,9,31,23,38,5
107535,3,33,23,46,4
107536,8,26,23,25,4
107537,10,24,23,46,1
107538,1,45,23,46,1
107542,10,25,23,31,1
107543,1,35,23,34,2
107544,2,29,23,27,2
107545,3,23,23,24,3
107547,3,36,23,40,4
107550,11,39,23,41,2
107552,5,28,23,33,3
107553,10,39,23,25,1
107554,11,31,23,32,5
107556,11,20,23,29,2
107557,5,29,23,37,2
107558,7,32,23,35,5
107559,5,30,23,29,3
107560,7,36,23,29,2
107561,6,39,23,34,1
107564,2,35,23,31,3
107565,9,33,23,38,1
107566,12,20,23,21,1
107569,12,29,23,36,5
107570,1,32,23,46,2
107571,10,27,23,45,1
107573,12,33,23,35,5
107574,12,33,23,31,2
107575,10,25,23,44,1
107576,3,29,23,43,1
107579,1,31,23,45,1
107581,5,33,23,39,1
107582,6,28,23,39,1
107584,10,27,23,34,3
107585,11,41,23,42,2
107586,11,37,23,36,3
107587,11,41,23,36,2
107588,2,31,23,33,4
107589,1,40,23,33,1
107590,1,24,23,25,2
107591,9,29,23,46,2
107592,7,29,23,36,5
107593,2,27,23,30,4
107594,1,25,23,28,5
107595,3,35,23,45,1
107596,6,20,23,25,3
107597,11,25,23,24,4
107598,1,36,23,36,5
107599,4,36,23,40,4
107600,5,35,23,38,5
107601,6,22,23,26,3
107603,11,37,23,32,3
107604,11,39,23,44,2
107605,4,32,23,36,5
107607,3,26,23,24,1
107610,10,26,23,27,4
107615,9,34,23,43,1
107616,3,34,23,37,2
107617,10,38,23,40,4
107618,3,17,23,20,2
107621,7,27,23,36,1
107622,8,29,23,35,5
107624,3,37,23,37,1
107625,3,32,23,39,3
107626,10,26,23,28,4
107627,7,40,23,39,2
107628,7,40,23,39,2
107631,7,33,24,25,2
107636,3,34,24,29,3
107642,4,37,24,35,3
107645,8,38,24,34,3
107654,6,40,24,39,2
107656,5,21,24,29,3
107658,8,41,24,40,2
107660,12,39,24,27,1
107663,7,20,24,29,1
107667,8,29,24,43,2
107674,6,38,24,37,4
107675,4,43,24,43,1
107676,12,35,24,42,5
107677,2,31,24,41,4
107680,7,32,24,41,5
107684,10,39,24,39,5
107686,5,41,24,38,2
107701,2,39,24,44,2
107713,3,33,24,43,5
107715,4,39,24,29,1
107721,12,39,24,45,1
107739,9,36,24,31,4
107744,1,36,24,33,5
107752,7,26,24,45,2
107755,12,39,24,37,3
107759,6,38,24,42,3
107762,1,34,24,45,3
107764,1,33,24,28,4
107766,1,24,24,38,1
107769,1,22,24,38,1
107771,7,20,24,33,1
107778,1,42,24,40,2
107781,1,19,24,23,4
107786,2,20,24,23,4
107792,2,28,24,39,3
107798,3,32,24,38,4
107804,4,24,24,35,2
107811,5,40,24,43,4
107816,6,26,24,35,4
107817,6,25,24,37,3
107820,6,29,24,37,3
107829,8,22,24,34,2
107830,7,36,24,29,1
107843,9,45,24,46,2
107844,9,19,24,23,4
107847,9,30,24,39,5
107848,9,37,24,36,4
107849,9,33,24,30,5
107878,12,26,24,37,4
107882,1,40,24,41,4
107890,3,19,24,37,1
107892,3,19,24,27,1
107894,4,21,24,42,1
107902,5,19,24,21,4
107906,5,19,24,18,4
107908,6,41,24,41,3
107910,6,32,24,27,4
107914,6,22,24,34,2
107916,6,33,24,40,3
107918,7,22,24,28,5
107920,7,17,24,19,3
107922,7,21,24,24,4
107932,9,24,24,21,2
107937,9,24,24,21,2
107938,9,33,24,40,3
107940,10,25,24,40,2
107945,11,23,24,31,2
107948,11,23,24,20,2
107949,11,31,24,41,4
107952,12,35,24,43,2
107953,1,43,24,31,3
107954,1,43,24,31,3
107961,6,27,24,21,1
107962,10,19,24,19,2
107966,6,38,24,35,4
107973,2,23,24,38,2
107974,3,17,24,19,3
107978,6,32,24,40,5
107979,3,43,24,41,2
107981,1,22,24,33,1
107986,1,40,24,44,2
108002,11,24,24,34,2
108006,5,27,24,46,3
108011,1,23,24,33,3
108012,1,33,24,30,5
108014,2,38,24,45,1
108020,4,36,24,45,2
108023,5,37,24,36,4
108030,5,39,24,44,2
108035,7,28,24,41,1
108037,7,29,24,41,1
108042,9,38,24,35,4
108053,11,33,24,41,5
108056,12,42,24,43,4
108059,12,38,24,43,4
108060,12,38,24,43,4
108071,2,18,24,17,4
108082,4,29,24,44,4
108083,4,35,24,29,3
108086,5,27,24,42,3
108104,7,18,24,23,5
108105,7,18,24,23,5
108107,3,25,24,22,2
108111,12,20,24,22,5
108117,7,34,24,44,4
108119,11,37,24,42,3
108125,12,21,24,22,3
108138,5,23,24,26,5
108139,6,39,24,39,5
108145,5,37,24,45,3
108147,5,19,24,21,4
108160,10,33,24,40,3
108174,7,38,24,27,1
108176,12,17,24,22,3
108177,12,17,24,22,3
108178,2,39,24,30,2
108183,9,36,24,42,4
108186,6,41,24,25,1
108194,2,19,24,23,4
108200,10,38,24,44,2
108208,3,45,24,38,1
108209,4,21,24,19,4
108213,2,19,24,42,1
108222,9,32,24,41,5
108223,9,39,24,34,1
108233,10,27,24,46,3
108238,7,28,24,44,3
108244,4,25,24,32,3
108245,8,34,24,42,1
108255,2,33,24,41,5
108257,3,23,24,22,3
108262,2,21,24,28,2
108263,5,33,24,25,2
108269,10,36,24,43,3
108270,7,38,24,44,2
108278,5,39,24,39,5
108282,6,25,24,32,3
108292,4,39,24,43,4
108306,3,26,24,38,2
108309,9,38,24,34,3
108311,11,28,24,19,1
108328,11,22,24,24,5
108329,11,30,24,39,5
108335,6,37,24,41,3
108344,9,18,24,23,5
108351,8,43,24,33,1
108355,9,34,24,31,5
108360,12,34,24,27,1
108361,2,27,24,44,2
108366,8,40,24,39,2
108371,5,34,24,26,1
108380,6,26,24,46,2
108399,7,36,24,31,4
108402,7,28,24,44,3
108410,8,41,24,37,2
108411,9,24,24,33,3
108414,6,37,24,29,2
108421,7,38,24,24,1
108430,1,41,24,42,3
108431,5,31,24,46,5
108433,6,25,24,42,2
108436,5,38,24,37,4
108449,6,22,24,24,5
108452,6,31,24,25,4
108457,12,20,24,28,4
108461,8,21,24,29,3
108462,1,40,24,43,4
108464,1,32,24,38,4
108465,2,38,24,31,5
108466,2,43,24,41,2
108470,2,31,24,45,2
108471,3,23,24,40,1
108472,3,19,24,18,4
108475,5,31,24,40,5
108488,7,38,24,43,4
108489,7,38,24,43,4
108493,8,19,24,22,4
108505,9,17,24,24,1
108508,10,41,24,41,3
108511,11,27,24,40,2
108522,5,42,24,43,4
108524,6,28,24,24,2
108527,6,24,24,42,1
108528,7,23,24,43,2
108533,8,39,24,37,3
108536,9,32,24,40,5
108539,9,25,24,37,3
108551,8,33,24,43,5
108552,12,33,24,28,4
108555,4,17,24,20,4
108557,8,37,24,41,3
108562,6,30,24,38,5
108568,5,33,24,28,4
108569,7,37,24,36,4
108570,7,41,24,36,2
108576,5,33,24,44,3
108583,8,35,24,26,1
108584,11,21,24,22,3
108590,3,20,24,23,4
108599,1,31,24,39,5
108602,5,23,24,21,2
108605,9,32,24,40,5
108606,10,22,24,24,5
108610,9,19,24,26,2
108611,11,32,24,43,1
108627,6,32,24,25,1
108629,6,41,24,45,3
108632,12,25,24,35,5
108633,1,26,24,19,1
108634,1,38,24,34,3
108639,5,26,24,45,2
108643,6,27,24,42,3
108644,12,17,24,20,4
108648,5,28,24,46,2
108656,1,29,24,26,3
108661,8,17,24,25,1
108664,4,44,24,46,5
108667,3,34,24,31,5
108673,2,40,24,37,2
108676,9,33,24,42,3
108690,9,18,24,24,2
108696,12,25,24,22,2
108697,10,31,24,40,5
108700,8,19,24,26,2
108705,2,24,24,36,1
108712,2,30,24,38,5
108716,5,33,24,41,5
108723,2,25,24,35,5
108725,8,28,24,42,1
108726,9,36,24,27,4
108730,7,28,24,39,3
108732,7,25,24,21,2
108733,11,20,24,19,4
108734,3,26,24,36,2
108735,2,31,24,46,5
108739,5,25,24,41,1
108740,1,29,24,45,2
108746,2,27,24,44,2
108747,2,32,24,26,4
108750,10,22,24,28,5
108756,7,21,24,19,4
108767,8,36,24,43,3
108773,4,23,24,22,3
108786,9,19,24,21,4
108796,12,27,24,37,2
108800,8,45,24,46,2
108813,8,37,24,35,3
108816,2,35,24,29,3
108822,10,31,24,43,2
108828,10,33,24,28,4
108829,6,29,24,45,2
108830,6,34,24,29,3
108833,5,33,24,27,3
108846,12,42,24,40,2
108848,4,36,24,42,4
108854,1,20,24,28,4
108869,7,37,24,35,3
108883,10,40,24,40,2
108896,12,26,24,38,2
108897,4,34,24,30,1
108903,6,32,24,23,1
108906,5,38,24,25,1
108908,8,19,24,22,4
108910,9,23,24,26,5
108921,1,39,24,39,5
108930,10,24,24,32,2
108933,12,34,24,31,5
108940,5,42,24,39,1
108946,8,40,24,40,2
108954,1,19,24,29,1
108955,3,35,24,41,4
108956,9,40,24,43,4
108958,2,30,24,23,2
108971,8,27,24,41,1
108989,3,40,24,36,1
108995,7,39,24,30,2
108997,9,36,24,45,2
108998,11,25,24,31,3
109001,3,20,24,20,4
109003,7,23,24,30,3
109007,7,29,24,44,4
109019,12,24,24,33,3
109031,5,34,24,31,5
109036,1,34,24,41,2
109037,10,20,24,24,3
109042,12,27,24,40,2
109043,8,29,24,44,4
109046,9,40,24,41,4
109048,12,37,24,31,3
109054,4,39,24,42,3
